"Step","MTL[t=17]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MTL[t=17]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MTL[t=17]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MTL[T=24]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MTL[T=24]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MTL[T=24]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MLConv[R=100]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MLConv[R=100]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MLConv[R=100]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MLConv[R=50]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MLConv[R=50]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MLConv[R=50]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MTL[t=23]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MTL[t=23]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MTL[t=23]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MLConv[R=150]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MLConv[R=150]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MLConv[R=150]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MLConv[R=1]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MLConv[R=1]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MLConv[R=1]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MTL[t=30]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MTL[t=30]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MTL[t=30]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MTL[t=36]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MTL[t=36]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MTL[t=36]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MTL[t=16]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MTL[t=16]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MTL[t=16]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX"
"219","0.53112","0.53112","0.53112","0.52064","0.52064","0.52064","0.50936","0.50936","0.50936","0.47529","0.47529","0.47529","","","","0.52069","0.52069","0.52069","0.06676","0.06676","0.06676","0.47694","0.47694","0.47694","0.4741","0.4741","0.4741","0.50674","0.50674","0.50674"
"220","0.52685","0.52685","0.52685","0.51668","0.51668","0.51668","0.50605","0.50605","0.50605","0.4777","0.4777","0.4777","","","","0.4997","0.4997","0.4997","0.0662","0.0662","0.0662","0.45093","0.45093","0.45093","0.4789","0.4789","0.4789","0.50095","0.50095","0.50095"
"221","0.53558","0.53558","0.53558","0.51512","0.51512","0.51512","0.51955","0.51955","0.51955","0.50469","0.50469","0.50469","","","","0.51863","0.51863","0.51863","0.0549","0.0549","0.0549","0.44959","0.44959","0.44959","0.46257","0.46257","0.46257","0.5098","0.5098","0.5098"
"222","0.52922","0.52922","0.52922","0.51698","0.51698","0.51698","0.51619","0.51619","0.51619","0.46496","0.46496","0.46496","","","","0.52129","0.52129","0.52129","0.09646","0.09646","0.09646","0.44966","0.44966","0.44966","0.47032","0.47032","0.47032","0.51201","0.51201","0.51201"
"223","0.52801","0.52801","0.52801","0.52007","0.52007","0.52007","0.50326","0.50326","0.50326","0.47923","0.47923","0.47923","","","","0.51122","0.51122","0.51122","0.13855","0.13855","0.13855","0.45545","0.45545","0.45545","0.5021","0.5021","0.5021","0.50334","0.50334","0.50334"
"224","0.5329","0.5329","0.5329","0.52234","0.52234","0.52234","0.51768","0.51768","0.51768","0.47269","0.47269","0.47269","","","","0.52062","0.52062","0.52062","0.13162","0.13162","0.13162","0.44199","0.44199","0.44199","0.46781","0.46781","0.46781","0.51262","0.51262","0.51262"
"225","0.53377","0.53377","0.53377","0.522","0.522","0.522","0.48178","0.48178","0.48178","0.50688","0.50688","0.50688","","","","0.52","0.52","0.52","0.1054","0.1054","0.1054","0.44703","0.44703","0.44703","0.47328","0.47328","0.47328","0.5072","0.5072","0.5072"
"226","0.52381","0.52381","0.52381","0.52498","0.52498","0.52498","0.50642","0.50642","0.50642","0.47086","0.47086","0.47086","","","","0.50018","0.50018","0.50018","0.07747","0.07747","0.07747","0.48446","0.48446","0.48446","0.4377","0.4377","0.4377","0.51708","0.51708","0.51708"
"227","0.52152","0.52152","0.52152","0.5257","0.5257","0.5257","0.52563","0.52563","0.52563","0.47008","0.47008","0.47008","","","","0.52216","0.52216","0.52216","0.1496","0.1496","0.1496","0.48668","0.48668","0.48668","0.50799","0.50799","0.50799","0.52036","0.52036","0.52036"
"228","0.52872","0.52872","0.52872","0.51649","0.51649","0.51649","0.50531","0.50531","0.50531","0.51341","0.51341","0.51341","","","","0.49035","0.49035","0.49035","0.11557","0.11557","0.11557","0.45475","0.45475","0.45475","0.51144","0.51144","0.51144","0.50647","0.50647","0.50647"
"229","0.51548","0.51548","0.51548","0.51865","0.51865","0.51865","0.51838","0.51838","0.51838","0.51383","0.51383","0.51383","","","","0.50777","0.50777","0.50777","0.09828","0.09828","0.09828","0.45143","0.45143","0.45143","0.46356","0.46356","0.46356","0.51346","0.51346","0.51346"
"230","0.50996","0.50996","0.50996","0.5224","0.5224","0.5224","0.50634","0.50634","0.50634","0.46892","0.46892","0.46892","","","","0.52668","0.52668","0.52668","0.10867","0.10867","0.10867","0.43422","0.43422","0.43422","0.48942","0.48942","0.48942","0.51661","0.51661","0.51661"
"231","0.51892","0.51892","0.51892","0.52304","0.52304","0.52304","0.48179","0.48179","0.48179","0.49572","0.49572","0.49572","","","","0.50976","0.50976","0.50976","0.15821","0.15821","0.15821","0.44107","0.44107","0.44107","0.46145","0.46145","0.46145","0.51052","0.51052","0.51052"
"232","0.52465","0.52465","0.52465","0.52764","0.52764","0.52764","0.48149","0.48149","0.48149","0.48316","0.48316","0.48316","","","","0.51619","0.51619","0.51619","0.11644","0.11644","0.11644","0.49006","0.49006","0.49006","0.44208","0.44208","0.44208","0.51303","0.51303","0.51303"
"233","0.52572","0.52572","0.52572","0.52849","0.52849","0.52849","0.48767","0.48767","0.48767","0.46634","0.46634","0.46634","","","","0.51439","0.51439","0.51439","0.1052","0.1052","0.1052","0.47612","0.47612","0.47612","0.5149","0.5149","0.5149","0.51302","0.51302","0.51302"
"234","0.52737","0.52737","0.52737","0.53471","0.53471","0.53471","0.487","0.487","0.487","0.46509","0.46509","0.46509","","","","0.49239","0.49239","0.49239","0.11571","0.11571","0.11571","0.48262","0.48262","0.48262","0.47621","0.47621","0.47621","0.50829","0.50829","0.50829"
"235","0.53071","0.53071","0.53071","0.52231","0.52231","0.52231","0.50601","0.50601","0.50601","0.48532","0.48532","0.48532","","","","0.50294","0.50294","0.50294","0.10757","0.10757","0.10757","0.48241","0.48241","0.48241","0.50322","0.50322","0.50322","0.50949","0.50949","0.50949"
"236","0.52699","0.52699","0.52699","0.53014","0.53014","0.53014","0.51973","0.51973","0.51973","0.49914","0.49914","0.49914","","","","0.51645","0.51645","0.51645","0.11682","0.11682","0.11682","0.46068","0.46068","0.46068","0.50945","0.50945","0.50945","0.51261","0.51261","0.51261"
"237","0.52771","0.52771","0.52771","0.52803","0.52803","0.52803","0.52551","0.52551","0.52551","0.46535","0.46535","0.46535","","","","0.52055","0.52055","0.52055","0.12822","0.12822","0.12822","0.49816","0.49816","0.49816","0.50871","0.50871","0.50871","0.52147","0.52147","0.52147"
"238","0.52805","0.52805","0.52805","0.5233","0.5233","0.5233","0.51893","0.51893","0.51893","0.46572","0.46572","0.46572","","","","0.5305520726781158","0.5305520726781158","0.5305520726781158","0.12186","0.12186","0.12186","0.46679","0.46679","0.46679","0.51161","0.51161","0.51161","0.5194","0.5194","0.5194"
"239","0.52584","0.52584","0.52584","0.52259","0.52259","0.52259","0.51035","0.51035","0.51035","0.4751","0.4751","0.4751","","","","","","","0.12105","0.12105","0.12105","0.4972","0.4972","0.4972","0.5113","0.5113","0.5113","0.5139","0.5139","0.5139"
"240","0.53018","0.53018","0.53018","0.52768","0.52768","0.52768","0.49197","0.49197","0.49197","0.48008","0.48008","0.48008","","","","","","","0.0884","0.0884","0.0884","0.49956","0.49956","0.49956","0.49526","0.49526","0.49526","0.5165","0.5165","0.5165"
"241","0.52738","0.52738","0.52738","0.52547","0.52547","0.52547","0.51073","0.51073","0.51073","0.47491","0.47491","0.47491","","","","","","","0.11255","0.11255","0.11255","0.48523","0.48523","0.48523","0.49689","0.49689","0.49689","0.52203","0.52203","0.52203"
"242","0.52936","0.52936","0.52936","0.52376","0.52376","0.52376","0.50714","0.50714","0.50714","0.4667","0.4667","0.4667","","","","","","","0.10612","0.10612","0.10612","0.49039","0.49039","0.49039","0.49212","0.49212","0.49212","0.51691","0.51691","0.51691"
"243","0.53408","0.53408","0.53408","0.52292","0.52292","0.52292","0.49062","0.49062","0.49062","0.47422","0.47422","0.47422","","","","","","","0.09917","0.09917","0.09917","0.50142","0.50142","0.50142","0.49133","0.49133","0.49133","0.52173","0.52173","0.52173"
"244","0.52684","0.52684","0.52684","0.52491","0.52491","0.52491","0.52257","0.52257","0.52257","0.474","0.474","0.474","","","","","","","0.14398","0.14398","0.14398","0.49842","0.49842","0.49842","0.50382","0.50382","0.50382","0.52599","0.52599","0.52599"
"245","0.53396","0.53396","0.53396","0.5256","0.5256","0.5256","0.52415","0.52415","0.52415","0.47226","0.47226","0.47226","","","","","","","0.11726","0.11726","0.11726","0.49285","0.49285","0.49285","0.48786","0.48786","0.48786","0.51975","0.51975","0.51975"
"246","0.52882","0.52882","0.52882","0.52389","0.52389","0.52389","0.48266","0.48266","0.48266","0.48587","0.48587","0.48587","","","","","","","0.12268","0.12268","0.12268","0.49443","0.49443","0.49443","0.50274","0.50274","0.50274","0.51939","0.51939","0.51939"
"247","0.52802","0.52802","0.52802","0.52624","0.52624","0.52624","0.49006","0.49006","0.49006","0.47779","0.47779","0.47779","","","","","","","0.111","0.111","0.111","0.48835","0.48835","0.48835","0.49507","0.49507","0.49507","0.52123","0.52123","0.52123"
"248","0.53281","0.53281","0.53281","0.52568","0.52568","0.52568","0.52221","0.52221","0.52221","0.47903","0.47903","0.47903","","","","","","","0.10036","0.10036","0.10036","0.47901","0.47901","0.47901","0.43195","0.43195","0.43195","0.52046","0.52046","0.52046"
"249","0.52387","0.52387","0.52387","0.52428","0.52428","0.52428","0.5167","0.5167","0.5167","0.47778","0.47778","0.47778","","","","","","","0.08299","0.08299","0.08299","0.49058","0.49058","0.49058","0.5033","0.5033","0.5033","0.52572","0.52572","0.52572"
"250","0.51722","0.51722","0.51722","0.52277","0.52277","0.52277","0.51693","0.51693","0.51693","0.48172","0.48172","0.48172","","","","","","","0.09896","0.09896","0.09896","0.49992","0.49992","0.49992","0.4947","0.4947","0.4947","0.51671","0.51671","0.51671"
"251","0.52454","0.52454","0.52454","0.52691","0.52691","0.52691","0.48214","0.48214","0.48214","0.47784","0.47784","0.47784","","","","","","","0.11625","0.11625","0.11625","0.48449","0.48449","0.48449","0.50034","0.50034","0.50034","0.52078","0.52078","0.52078"
"252","0.53054","0.53054","0.53054","0.52206","0.52206","0.52206","0.51503","0.51503","0.51503","0.48497","0.48497","0.48497","","","","","","","0.08588","0.08588","0.08588","0.47742","0.47742","0.47742","0.49366","0.49366","0.49366","0.52282","0.52282","0.52282"
"253","0.52469","0.52469","0.52469","0.52079","0.52079","0.52079","0.51041","0.51041","0.51041","0.486","0.486","0.486","","","","","","","0.1047","0.1047","0.1047","0.47793","0.47793","0.47793","0.51099","0.51099","0.51099","0.51492","0.51492","0.51492"
"254","0.53435","0.53435","0.53435","0.51616","0.51616","0.51616","0.50404","0.50404","0.50404","0.48729","0.48729","0.48729","","","","","","","0.10786","0.10786","0.10786","0.49829","0.49829","0.49829","0.51533","0.51533","0.51533","0.52202","0.52202","0.52202"
"255","0.53455","0.53455","0.53455","0.51619","0.51619","0.51619","0.50629","0.50629","0.50629","0.4841","0.4841","0.4841","","","","","","","0.1221","0.1221","0.1221","0.49221","0.49221","0.49221","0.5052","0.5052","0.5052","0.51549","0.51549","0.51549"
"256","0.52722","0.52722","0.52722","0.52311","0.52311","0.52311","0.50472","0.50472","0.50472","0.47845","0.47845","0.47845","","","","","","","0.10537","0.10537","0.10537","0.49109","0.49109","0.49109","0.50058","0.50058","0.50058","0.50853","0.50853","0.50853"
"257","0.5205","0.5205","0.5205","0.52061","0.52061","0.52061","0.50136","0.50136","0.50136","0.47726","0.47726","0.47726","","","","","","","0.09202","0.09202","0.09202","0.49662","0.49662","0.49662","0.49736","0.49736","0.49736","0.51601","0.51601","0.51601"
"258","0.52733","0.52733","0.52733","0.52465","0.52465","0.52465","0.50681","0.50681","0.50681","0.48188","0.48188","0.48188","","","","","","","0.11704","0.11704","0.11704","0.49621","0.49621","0.49621","0.50151","0.50151","0.50151","0.52058","0.52058","0.52058"
"259","0.52782","0.52782","0.52782","0.52266","0.52266","0.52266","0.48543","0.48543","0.48543","0.4787","0.4787","0.4787","","","","","","","0.09719","0.09719","0.09719","0.49266","0.49266","0.49266","0.50183","0.50183","0.50183","0.51918","0.51918","0.51918"
"260","0.52669","0.52669","0.52669","0.51819","0.51819","0.51819","0.51279","0.51279","0.51279","0.4743","0.4743","0.4743","","","","","","","0.10814","0.10814","0.10814","0.50265","0.50265","0.50265","0.50515","0.50515","0.50515","0.51547","0.51547","0.51547"
"261","0.52151","0.52151","0.52151","0.52486","0.52486","0.52486","0.50996","0.50996","0.50996","0.47997","0.47997","0.47997","","","","","","","0.08006","0.08006","0.08006","0.50021","0.50021","0.50021","0.50115","0.50115","0.50115","0.51664","0.51664","0.51664"
"262","0.52952","0.52952","0.52952","0.52426","0.52426","0.52426","0.5122","0.5122","0.5122","0.48337","0.48337","0.48337","","","","","","","0.08292","0.08292","0.08292","0.49689","0.49689","0.49689","0.50525","0.50525","0.50525","0.52071","0.52071","0.52071"
"263","0.53193","0.53193","0.53193","0.52827","0.52827","0.52827","0.51635","0.51635","0.51635","0.47854","0.47854","0.47854","","","","","","","0.11105","0.11105","0.11105","0.47918","0.47918","0.47918","0.50161","0.50161","0.50161","0.52047","0.52047","0.52047"
"264","0.53462","0.53462","0.53462","0.52877","0.52877","0.52877","0.52441","0.52441","0.52441","0.48096","0.48096","0.48096","","","","","","","0.11124","0.11124","0.11124","0.49249","0.49249","0.49249","0.51127","0.51127","0.51127","0.52146","0.52146","0.52146"
"265","0.5298","0.5298","0.5298","0.53153","0.53153","0.53153","0.52498","0.52498","0.52498","0.47846","0.47846","0.47846","","","","","","","0.0943","0.0943","0.0943","0.49414","0.49414","0.49414","0.508","0.508","0.508","0.52672","0.52672","0.52672"
"266","0.53106","0.53106","0.53106","0.52806","0.52806","0.52806","0.52276","0.52276","0.52276","0.48","0.48","0.48","","","","","","","0.11564","0.11564","0.11564","0.48801","0.48801","0.48801","0.5083","0.5083","0.5083","0.53357","0.53357","0.53357"
"267","0.52884","0.52884","0.52884","0.52609","0.52609","0.52609","0.51788","0.51788","0.51788","0.47897","0.47897","0.47897","","","","","","","0.09955","0.09955","0.09955","0.49603","0.49603","0.49603","0.49365","0.49365","0.49365","0.53067","0.53067","0.53067"
"268","0.53106","0.53106","0.53106","0.53147","0.53147","0.53147","0.51776","0.51776","0.51776","0.4778","0.4778","0.4778","","","","","","","0.071","0.071","0.071","0.49595","0.49595","0.49595","0.49322","0.49322","0.49322","0.53261","0.53261","0.53261"
"269","0.53033","0.53033","0.53033","0.52647","0.52647","0.52647","0.51734","0.51734","0.51734","0.47801","0.47801","0.47801","","","","","","","0.07195","0.07195","0.07195","0.49868","0.49868","0.49868","0.50107","0.50107","0.50107","0.52858","0.52858","0.52858"
"270","0.53193","0.53193","0.53193","0.52298","0.52298","0.52298","0.51729","0.51729","0.51729","0.47226","0.47226","0.47226","","","","","","","0.11403","0.11403","0.11403","0.49184","0.49184","0.49184","0.50157","0.50157","0.50157","0.52337","0.52337","0.52337"
"271","0.53435","0.53435","0.53435","0.52131","0.52131","0.52131","0.51962","0.51962","0.51962","0.47951","0.47951","0.47951","","","","","","","0.08267","0.08267","0.08267","0.50036","0.50036","0.50036","0.50275","0.50275","0.50275","0.52611","0.52611","0.52611"
"272","0.537","0.537","0.537","0.52287","0.52287","0.52287","0.51294","0.51294","0.51294","0.47743","0.47743","0.47743","","","","","","","0.11608","0.11608","0.11608","0.49747","0.49747","0.49747","0.51187","0.51187","0.51187","0.52314","0.52314","0.52314"
"273","0.53479","0.53479","0.53479","0.52257","0.52257","0.52257","0.51227","0.51227","0.51227","0.47217","0.47217","0.47217","","","","","","","0.11382","0.11382","0.11382","0.49647","0.49647","0.49647","0.50409","0.50409","0.50409","0.52469","0.52469","0.52469"
"274","0.53383","0.53383","0.53383","0.52573","0.52573","0.52573","0.51582","0.51582","0.51582","0.47239","0.47239","0.47239","","","","","","","0.12439","0.12439","0.12439","0.48983","0.48983","0.48983","0.50338","0.50338","0.50338","0.52314","0.52314","0.52314"
"275","0.53063","0.53063","0.53063","0.52639","0.52639","0.52639","0.51394","0.51394","0.51394","0.47912","0.47912","0.47912","","","","","","","0.11602","0.11602","0.11602","0.4926","0.4926","0.4926","0.50845","0.50845","0.50845","0.52671","0.52671","0.52671"
"276","0.5221","0.5221","0.5221","0.52421","0.52421","0.52421","0.51692","0.51692","0.51692","0.47889","0.47889","0.47889","","","","","","","0.12192","0.12192","0.12192","0.49726","0.49726","0.49726","0.50676","0.50676","0.50676","0.52238","0.52238","0.52238"
"277","0.52674","0.52674","0.52674","0.52207","0.52207","0.52207","0.51273","0.51273","0.51273","0.47995","0.47995","0.47995","","","","","","","0.111","0.111","0.111","0.5005","0.5005","0.5005","0.49631","0.49631","0.49631","0.52313","0.52313","0.52313"
"278","0.52664","0.52664","0.52664","0.52704","0.52704","0.52704","0.51903","0.51903","0.51903","0.47884","0.47884","0.47884","","","","","","","0.11113","0.11113","0.11113","0.50209","0.50209","0.50209","0.50169","0.50169","0.50169","0.52449","0.52449","0.52449"
"279","0.53275","0.53275","0.53275","0.52404","0.52404","0.52404","0.52071","0.52071","0.52071","0.47317","0.47317","0.47317","","","","","","","0.10532","0.10532","0.10532","0.49339","0.49339","0.49339","0.50057","0.50057","0.50057","0.52359","0.52359","0.52359"
"280","0.53725","0.53725","0.53725","0.52081","0.52081","0.52081","0.51547","0.51547","0.51547","0.47593","0.47593","0.47593","","","","","","","0.11647","0.11647","0.11647","0.494","0.494","0.494","0.50344","0.50344","0.50344","0.51955","0.51955","0.51955"
"281","0.53241","0.53241","0.53241","0.52178","0.52178","0.52178","0.50534","0.50534","0.50534","0.47715","0.47715","0.47715","","","","","","","0.11632","0.11632","0.11632","0.49506","0.49506","0.49506","0.50759","0.50759","0.50759","0.52164","0.52164","0.52164"
"282","0.53384","0.53384","0.53384","0.52378","0.52378","0.52378","0.51443","0.51443","0.51443","0.47739","0.47739","0.47739","","","","","","","0.11203","0.11203","0.11203","0.49995","0.49995","0.49995","0.50578","0.50578","0.50578","0.52504","0.52504","0.52504"
"283","0.5253","0.5253","0.5253","0.52819","0.52819","0.52819","0.52531","0.52531","0.52531","0.4745","0.4745","0.4745","","","","","","","0.11668","0.11668","0.11668","0.49634","0.49634","0.49634","0.49442","0.49442","0.49442","0.52413","0.52413","0.52413"
"284","0.52374","0.52374","0.52374","0.52902","0.52902","0.52902","0.51536","0.51536","0.51536","0.47018","0.47018","0.47018","","","","","","","0.11621","0.11621","0.11621","0.49653","0.49653","0.49653","0.50634","0.50634","0.50634","0.52663","0.52663","0.52663"
"285","0.52026","0.52026","0.52026","0.53024","0.53024","0.53024","0.52698","0.52698","0.52698","0.47237","0.47237","0.47237","","","","","","","0.10069","0.10069","0.10069","0.49394","0.49394","0.49394","0.50156","0.50156","0.50156","0.52851","0.52851","0.52851"
"286","0.52449","0.52449","0.52449","0.52721","0.52721","0.52721","0.52218","0.52218","0.52218","0.47255","0.47255","0.47255","","","","","","","0.11086","0.11086","0.11086","0.49552","0.49552","0.49552","0.50564","0.50564","0.50564","0.52979","0.52979","0.52979"
"287","0.52852","0.52852","0.52852","0.52833","0.52833","0.52833","0.52182","0.52182","0.52182","0.47582","0.47582","0.47582","","","","","","","0.11021","0.11021","0.11021","0.49774","0.49774","0.49774","0.50707","0.50707","0.50707","0.52425","0.52425","0.52425"
"288","0.53168","0.53168","0.53168","0.52784","0.52784","0.52784","0.52643","0.52643","0.52643","0.47941","0.47941","0.47941","","","","","","","0.10816","0.10816","0.10816","0.50097","0.50097","0.50097","0.50809","0.50809","0.50809","0.52696","0.52696","0.52696"
"289","0.5316","0.5316","0.5316","0.52965","0.52965","0.52965","0.52433","0.52433","0.52433","0.48022","0.48022","0.48022","","","","","","","0.11382","0.11382","0.11382","0.50129","0.50129","0.50129","0.50393","0.50393","0.50393","0.52561","0.52561","0.52561"
"290","0.53105","0.53105","0.53105","0.52964","0.52964","0.52964","0.52675","0.52675","0.52675","0.47943","0.47943","0.47943","","","","","","","0.11333","0.11333","0.11333","0.50111","0.50111","0.50111","0.49844","0.49844","0.49844","0.5256","0.5256","0.5256"
"291","0.5326","0.5326","0.5326","0.52981","0.52981","0.52981","0.5231","0.5231","0.5231","0.47179","0.47179","0.47179","","","","","","","0.11091","0.11091","0.11091","0.50128","0.50128","0.50128","0.49766","0.49766","0.49766","0.52237","0.52237","0.52237"
"292","0.53281","0.53281","0.53281","0.53152","0.53152","0.53152","0.52416","0.52416","0.52416","0.47395","0.47395","0.47395","","","","","","","0.11137","0.11137","0.11137","0.50147","0.50147","0.50147","0.49213","0.49213","0.49213","0.52073","0.52073","0.52073"
"293","0.53172","0.53172","0.53172","0.53053","0.53053","0.53053","0.51868","0.51868","0.51868","0.47364","0.47364","0.47364","","","","","","","0.10288","0.10288","0.10288","0.50248","0.50248","0.50248","0.49819","0.49819","0.49819","0.52137","0.52137","0.52137"
"294","0.53197","0.53197","0.53197","0.53096","0.53096","0.53096","0.52475","0.52475","0.52475","0.47028","0.47028","0.47028","","","","","","","0.11369","0.11369","0.11369","0.50168","0.50168","0.50168","0.48353","0.48353","0.48353","0.52308","0.52308","0.52308"
"295","0.53348","0.53348","0.53348","0.53183","0.53183","0.53183","0.49253","0.49253","0.49253","0.4692","0.4692","0.4692","","","","","","","0.10267","0.10267","0.10267","0.5021","0.5021","0.5021","0.49129","0.49129","0.49129","0.52317","0.52317","0.52317"
"296","0.53347","0.53347","0.53347","0.52861","0.52861","0.52861","0.49135","0.49135","0.49135","0.46876","0.46876","0.46876","","","","","","","0.09746","0.09746","0.09746","0.50282","0.50282","0.50282","0.50782","0.50782","0.50782","0.52375","0.52375","0.52375"
"297","0.52982","0.52982","0.52982","0.52833","0.52833","0.52833","0.52536","0.52536","0.52536","0.46969","0.46969","0.46969","","","","","","","0.09998","0.09998","0.09998","0.50157","0.50157","0.50157","0.50239","0.50239","0.50239","0.5271","0.5271","0.5271"
"298","0.53074","0.53074","0.53074","0.52886","0.52886","0.52886","0.52572","0.52572","0.52572","0.47075","0.47075","0.47075","","","","","","","0.09739","0.09739","0.09739","0.50139","0.50139","0.50139","0.50191","0.50191","0.50191","0.52583","0.52583","0.52583"
"299","0.52965","0.52965","0.52965","0.52864","0.52864","0.52864","0.51906","0.51906","0.51906","0.47336","0.47336","0.47336","","","","","","","0.10297","0.10297","0.10297","0.50279","0.50279","0.50279","0.48851","0.48851","0.48851","0.52515","0.52515","0.52515"
"300","0.5347262545568808","0.5347262545568808","0.5347262545568808","0.5320991843151077","0.5320991843151077","0.5320991843151077","0.5262842764341564","0.5262842764341564","0.5262842764341564","0.5132907859963888","0.5132907859963888","0.5132907859963888","","","","","","","0.12191909818310318","0.12191909818310318","0.12191909818310318","0.029019344524380496","0.029019344524380496","0.029019344524380496","0","0","0","0.5298061437991095","0.5298061437991095","0.5298061437991095"