"Step","MLConv[R=50]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)","MLConv[R=50]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MIN","MLConv[R=50]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MAX","MLConv[R=150]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)","MLConv[R=150]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MIN","MLConv[R=150]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MAX","MTL[T=17]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)","MTL[T=17]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MIN","MTL[T=17]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MAX","MTL[T=23]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)","MTL[T=23]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MIN","MTL[T=23]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MAX","MLConv[R=100]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)","MLConv[R=100]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MIN","MLConv[R=100]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MAX","MTL[T=16]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)","MTL[T=16]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MIN","MTL[T=16]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MAX","MTL[T=24]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)","MTL[T=24]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MIN","MTL[T=24]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MAX","MTL[T=30]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)","MTL[T=30]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MIN","MTL[T=30]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MAX","YOLO11x-DOTAv1-23 - metrics/mAP50(B)","YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MIN","YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MAX","MTL[T=36]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)","MTL[T=36]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MIN","MTL[T=36]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MAX"
"221","0.45992","0.45992","0.45992","0.46371","0.46371","0.46371","0.4899","0.4899","0.4899","0.47419","0.47419","0.47419","0.44966","0.44966","0.44966","0.4767","0.4767","0.4767","0.48943","0.48943","0.48943","0.392","0.392","0.392","0.4885","0.4885","0.4885","0.37924","0.37924","0.37924"
"222","0.4583","0.4583","0.4583","0.45485","0.45485","0.45485","0.48448","0.48448","0.48448","0.4774","0.4774","0.4774","0.44112","0.44112","0.44112","0.48301","0.48301","0.48301","0.48783","0.48783","0.48783","0.38146","0.38146","0.38146","0.48194","0.48194","0.48194","0.36789","0.36789","0.36789"
"223","0.47965","0.47965","0.47965","0.47125","0.47125","0.47125","0.49339","0.49339","0.49339","0.47484","0.47484","0.47484","0.44779","0.44779","0.44779","0.48262","0.48262","0.48262","0.4904","0.4904","0.4904","0.38828","0.38828","0.38828","0.48528","0.48528","0.48528","0.38542","0.38542","0.38542"
"224","0.46762","0.46762","0.46762","0.47704","0.47704","0.47704","0.48806","0.48806","0.48806","0.47942","0.47942","0.47942","0.4333","0.4333","0.4333","0.48894","0.48894","0.48894","0.4869","0.4869","0.4869","0.3864","0.3864","0.3864","0.48967","0.48967","0.48967","0.39022","0.39022","0.39022"
"225","0.46543","0.46543","0.46543","0.47056","0.47056","0.47056","0.47819","0.47819","0.47819","0.47687","0.47687","0.47687","0.45269","0.45269","0.45269","0.47622","0.47622","0.47622","0.48343","0.48343","0.48343","0.39435","0.39435","0.39435","0.48102","0.48102","0.48102","0.38069","0.38069","0.38069"
"226","0.47016","0.47016","0.47016","0.48089","0.48089","0.48089","0.48702","0.48702","0.48702","0.48292","0.48292","0.48292","0.44227","0.44227","0.44227","0.48121","0.48121","0.48121","0.48432","0.48432","0.48432","0.38371","0.38371","0.38371","0.49126","0.49126","0.49126","0.39217","0.39217","0.39217"
"227","0.46205","0.46205","0.46205","0.47829","0.47829","0.47829","0.49583","0.49583","0.49583","0.48058","0.48058","0.48058","0.42637","0.42637","0.42637","0.48128","0.48128","0.48128","0.48626","0.48626","0.48626","0.39552","0.39552","0.39552","0.49509","0.49509","0.49509","0.36554","0.36554","0.36554"
"228","0.46411","0.46411","0.46411","0.4659","0.4659","0.4659","0.49383","0.49383","0.49383","0.472","0.472","0.472","0.43023","0.43023","0.43023","0.46977","0.46977","0.46977","0.49122","0.49122","0.49122","0.38318","0.38318","0.38318","0.48233","0.48233","0.48233","0.38141","0.38141","0.38141"
"229","0.45942","0.45942","0.45942","0.47563","0.47563","0.47563","0.50025","0.50025","0.50025","0.47387","0.47387","0.47387","0.44275","0.44275","0.44275","0.47867","0.47867","0.47867","0.48739","0.48739","0.48739","0.38284","0.38284","0.38284","0.48748","0.48748","0.48748","0.37146","0.37146","0.37146"
"230","0.46672","0.46672","0.46672","0.47598","0.47598","0.47598","0.48996","0.48996","0.48996","0.47641","0.47641","0.47641","0.45653","0.45653","0.45653","0.47989","0.47989","0.47989","0.49781","0.49781","0.49781","0.37315","0.37315","0.37315","0.48471","0.48471","0.48471","0.38482","0.38482","0.38482"
"231","0.45957","0.45957","0.45957","0.48111","0.48111","0.48111","0.49492","0.49492","0.49492","0.47122","0.47122","0.47122","0.4515","0.4515","0.4515","0.48611","0.48611","0.48611","0.47757","0.47757","0.47757","0.39684","0.39684","0.39684","0.49031","0.49031","0.49031","0.38725","0.38725","0.38725"
"232","0.48156","0.48156","0.48156","0.47655","0.47655","0.47655","0.49454","0.49454","0.49454","0.47676","0.47676","0.47676","0.44803","0.44803","0.44803","0.4834","0.4834","0.4834","0.48501","0.48501","0.48501","0.38591","0.38591","0.38591","0.4844","0.4844","0.4844","0.37971","0.37971","0.37971"
"233","0.47919","0.47919","0.47919","0.48457","0.48457","0.48457","0.4868","0.4868","0.4868","0.47743","0.47743","0.47743","0.44365","0.44365","0.44365","0.48566","0.48566","0.48566","0.49034","0.49034","0.49034","0.38512","0.38512","0.38512","0.48576","0.48576","0.48576","0.38429","0.38429","0.38429"
"234","0.46381","0.46381","0.46381","0.49406","0.49406","0.49406","0.48544","0.48544","0.48544","0.46842","0.46842","0.46842","0.46495","0.46495","0.46495","0.47708","0.47708","0.47708","0.48657","0.48657","0.48657","0.37895","0.37895","0.37895","0.48045","0.48045","0.48045","0.3821","0.3821","0.3821"
"235","0.46361","0.46361","0.46361","0.48275","0.48275","0.48275","0.49063","0.49063","0.49063","0.48593","0.48593","0.48593","0.45088","0.45088","0.45088","0.47974","0.47974","0.47974","0.50333","0.50333","0.50333","0.37765","0.37765","0.37765","0.48309","0.48309","0.48309","0.38526","0.38526","0.38526"
"236","0.47319","0.47319","0.47319","0.48903","0.48903","0.48903","0.48585","0.48585","0.48585","0.4794362105481185","0.4794362105481185","0.4794362105481185","0.43807","0.43807","0.43807","0.48776","0.48776","0.48776","0.49917","0.49917","0.49917","0.37944","0.37944","0.37944","0.48574","0.48574","0.48574","0.38425","0.38425","0.38425"
"237","0.45746","0.45746","0.45746","0.48353","0.48353","0.48353","0.49198","0.49198","0.49198","","","","0.44213","0.44213","0.44213","0.48612","0.48612","0.48612","0.50059","0.50059","0.50059","0.38573","0.38573","0.38573","0.49158","0.49158","0.49158","0.38751","0.38751","0.38751"
"238","0.4676","0.4676","0.4676","0.46494","0.46494","0.46494","0.49086","0.49086","0.49086","","","","0.43896","0.43896","0.43896","0.48326","0.48326","0.48326","0.48459","0.48459","0.48459","0.38041","0.38041","0.38041","0.48772","0.48772","0.48772","0.3851","0.3851","0.3851"
"239","0.46","0.46","0.46","0.4743","0.4743","0.4743","0.48736","0.48736","0.48736","","","","0.46157","0.46157","0.46157","0.48531","0.48531","0.48531","0.48565","0.48565","0.48565","0.38279","0.38279","0.38279","0.5033994281254512","0.5033994281254512","0.5033994281254512","0.39254","0.39254","0.39254"
"240","0.46591","0.46591","0.46591","0.47312","0.47312","0.47312","0.48196","0.48196","0.48196","","","","0.44694","0.44694","0.44694","0.49226","0.49226","0.49226","0.48728","0.48728","0.48728","0.38254","0.38254","0.38254","","","","0.4","0.4","0.4"
"241","0.47236","0.47236","0.47236","0.46824","0.46824","0.46824","0.48667","0.48667","0.48667","","","","0.45035","0.45035","0.45035","0.48212","0.48212","0.48212","0.48513","0.48513","0.48513","0.38638","0.38638","0.38638","","","","0.38647","0.38647","0.38647"
"242","0.47607","0.47607","0.47607","0.46499","0.46499","0.46499","0.48905","0.48905","0.48905","","","","0.43861","0.43861","0.43861","0.49448","0.49448","0.49448","0.48994","0.48994","0.48994","0.38576","0.38576","0.38576","","","","0.37595","0.37595","0.37595"
"243","0.45835","0.45835","0.45835","0.47263","0.47263","0.47263","0.49238","0.49238","0.49238","","","","0.44973","0.44973","0.44973","0.4875","0.4875","0.4875","0.49123","0.49123","0.49123","0.39135","0.39135","0.39135","","","","0.38281","0.38281","0.38281"
"244","0.47514","0.47514","0.47514","0.46223","0.46223","0.46223","0.49511","0.49511","0.49511","","","","0.45924","0.45924","0.45924","0.48416","0.48416","0.48416","0.50322","0.50322","0.50322","0.39085","0.39085","0.39085","","","","0.36918","0.36918","0.36918"
"245","0.46073","0.46073","0.46073","0.46807","0.46807","0.46807","0.50315","0.50315","0.50315","","","","0.46533","0.46533","0.46533","0.48782","0.48782","0.48782","0.48761","0.48761","0.48761","0.39189","0.39189","0.39189","","","","0.38279","0.38279","0.38279"
"246","0.47127","0.47127","0.47127","0.46282","0.46282","0.46282","0.49283","0.49283","0.49283","","","","0.44786","0.44786","0.44786","0.48351","0.48351","0.48351","0.48272","0.48272","0.48272","0.38302","0.38302","0.38302","","","","0.38314","0.38314","0.38314"
"247","0.46032","0.46032","0.46032","0.48267","0.48267","0.48267","0.49593","0.49593","0.49593","","","","0.46595","0.46595","0.46595","0.49078","0.49078","0.49078","0.48582","0.48582","0.48582","0.41885","0.41885","0.41885","","","","0.37818","0.37818","0.37818"
"248","0.46768","0.46768","0.46768","0.48574","0.48574","0.48574","0.48808","0.48808","0.48808","","","","0.44536","0.44536","0.44536","0.48997","0.48997","0.48997","0.48888","0.48888","0.48888","0.39217","0.39217","0.39217","","","","0.38003","0.38003","0.38003"
"249","0.47584","0.47584","0.47584","0.47209","0.47209","0.47209","0.49494","0.49494","0.49494","","","","0.44439","0.44439","0.44439","0.49091","0.49091","0.49091","0.48265","0.48265","0.48265","0.3871","0.3871","0.3871","","","","0.38602","0.38602","0.38602"
"250","0.46948","0.46948","0.46948","0.47073","0.47073","0.47073","0.48609","0.48609","0.48609","","","","0.47377","0.47377","0.47377","0.49154","0.49154","0.49154","0.48429","0.48429","0.48429","0.39674","0.39674","0.39674","","","","0.36541","0.36541","0.36541"
"251","0.46033","0.46033","0.46033","0.46832","0.46832","0.46832","0.49005","0.49005","0.49005","","","","0.48231","0.48231","0.48231","0.48551","0.48551","0.48551","0.4834","0.4834","0.4834","0.39156","0.39156","0.39156","","","","0.38239","0.38239","0.38239"
"252","0.46256","0.46256","0.46256","0.4674","0.4674","0.4674","0.49248","0.49248","0.49248","","","","0.46098","0.46098","0.46098","0.4899","0.4899","0.4899","0.48662","0.48662","0.48662","0.39361","0.39361","0.39361","","","","0.38975","0.38975","0.38975"
"253","0.46507","0.46507","0.46507","0.46892","0.46892","0.46892","0.49109","0.49109","0.49109","","","","0.45423","0.45423","0.45423","0.48851","0.48851","0.48851","0.48248","0.48248","0.48248","0.42768","0.42768","0.42768","","","","0.39754","0.39754","0.39754"
"254","0.47149","0.47149","0.47149","0.46973","0.46973","0.46973","0.48329","0.48329","0.48329","","","","0.4688","0.4688","0.4688","0.48825","0.48825","0.48825","0.48884","0.48884","0.48884","0.42709","0.42709","0.42709","","","","0.38611","0.38611","0.38611"
"255","0.46583","0.46583","0.46583","0.47819","0.47819","0.47819","0.49375","0.49375","0.49375","","","","0.45828","0.45828","0.45828","0.48895","0.48895","0.48895","0.48009","0.48009","0.48009","0.43719","0.43719","0.43719","","","","0.37806","0.37806","0.37806"
"256","0.4635","0.4635","0.4635","0.47312","0.47312","0.47312","0.49733","0.49733","0.49733","","","","0.45522","0.45522","0.45522","0.48204","0.48204","0.48204","0.47943","0.47943","0.47943","0.41803","0.41803","0.41803","","","","0.37983","0.37983","0.37983"
"257","0.45919","0.45919","0.45919","0.4765","0.4765","0.4765","0.49325","0.49325","0.49325","","","","0.44416","0.44416","0.44416","0.48585","0.48585","0.48585","0.48097","0.48097","0.48097","0.42944","0.42944","0.42944","","","","0.38505","0.38505","0.38505"
"258","0.45905","0.45905","0.45905","0.48504","0.48504","0.48504","0.49579","0.49579","0.49579","","","","0.45772","0.45772","0.45772","0.49249","0.49249","0.49249","0.48641","0.48641","0.48641","0.41117","0.41117","0.41117","","","","0.39222","0.39222","0.39222"
"259","0.46547","0.46547","0.46547","0.47244","0.47244","0.47244","0.48735","0.48735","0.48735","","","","0.46644","0.46644","0.46644","0.48889","0.48889","0.48889","0.48422","0.48422","0.48422","0.43229","0.43229","0.43229","","","","0.37629","0.37629","0.37629"
"260","0.45731","0.45731","0.45731","0.47561","0.47561","0.47561","0.49199","0.49199","0.49199","","","","0.46301","0.46301","0.46301","0.49128","0.49128","0.49128","0.48152","0.48152","0.48152","0.39655","0.39655","0.39655","","","","0.38501","0.38501","0.38501"
"261","0.45247","0.45247","0.45247","0.4727","0.4727","0.4727","0.4966","0.4966","0.4966","","","","0.44706","0.44706","0.44706","0.48324","0.48324","0.48324","0.47887","0.47887","0.47887","0.42772","0.42772","0.42772","","","","0.39021","0.39021","0.39021"
"262","0.46757","0.46757","0.46757","0.48176","0.48176","0.48176","0.48973","0.48973","0.48973","","","","0.44871","0.44871","0.44871","0.4914","0.4914","0.4914","0.51362","0.51362","0.51362","0.42923","0.42923","0.42923","","","","0.38688","0.38688","0.38688"
"263","0.47389","0.47389","0.47389","0.4852","0.4852","0.4852","0.48407","0.48407","0.48407","","","","0.44211","0.44211","0.44211","0.48344","0.48344","0.48344","0.47931","0.47931","0.47931","0.42204","0.42204","0.42204","","","","0.38398","0.38398","0.38398"
"264","0.46778","0.46778","0.46778","0.48315","0.48315","0.48315","0.49117","0.49117","0.49117","","","","0.44759","0.44759","0.44759","0.48726","0.48726","0.48726","0.4816","0.4816","0.4816","0.39466","0.39466","0.39466","","","","0.38923","0.38923","0.38923"
"265","0.45779","0.45779","0.45779","0.47753","0.47753","0.47753","0.49233","0.49233","0.49233","","","","0.44224","0.44224","0.44224","0.4846","0.4846","0.4846","0.49833","0.49833","0.49833","0.42823","0.42823","0.42823","","","","0.38361","0.38361","0.38361"
"266","0.45462","0.45462","0.45462","0.48088","0.48088","0.48088","0.48326","0.48326","0.48326","","","","0.44493","0.44493","0.44493","0.49069","0.49069","0.49069","0.48951","0.48951","0.48951","0.43006","0.43006","0.43006","","","","0.3904","0.3904","0.3904"
"267","0.46652","0.46652","0.46652","0.4708","0.4708","0.4708","0.48929","0.48929","0.48929","","","","0.44185","0.44185","0.44185","0.48942","0.48942","0.48942","0.47964","0.47964","0.47964","0.42191","0.42191","0.42191","","","","0.38259","0.38259","0.38259"
"268","0.47088","0.47088","0.47088","0.47298","0.47298","0.47298","0.48767","0.48767","0.48767","","","","0.45326","0.45326","0.45326","0.48697","0.48697","0.48697","0.48058","0.48058","0.48058","0.42462","0.42462","0.42462","","","","0.38511","0.38511","0.38511"
"269","0.46117","0.46117","0.46117","0.48524","0.48524","0.48524","0.49317","0.49317","0.49317","","","","0.44882","0.44882","0.44882","0.48632","0.48632","0.48632","0.47597","0.47597","0.47597","0.39043","0.39043","0.39043","","","","0.37809","0.37809","0.37809"
"270","0.45809","0.45809","0.45809","0.47052","0.47052","0.47052","0.48748","0.48748","0.48748","","","","0.46675","0.46675","0.46675","0.4874","0.4874","0.4874","0.48066","0.48066","0.48066","0.42725","0.42725","0.42725","","","","0.39","0.39","0.39"
"271","0.45811","0.45811","0.45811","0.47527","0.47527","0.47527","0.49238","0.49238","0.49238","","","","0.44788","0.44788","0.44788","0.48733","0.48733","0.48733","0.48451","0.48451","0.48451","0.42657","0.42657","0.42657","","","","0.38769","0.38769","0.38769"
"272","0.46023","0.46023","0.46023","0.47908","0.47908","0.47908","0.4888","0.4888","0.4888","","","","0.44339","0.44339","0.44339","0.48555","0.48555","0.48555","0.49405","0.49405","0.49405","0.43161","0.43161","0.43161","","","","0.38304","0.38304","0.38304"
"273","0.46548","0.46548","0.46548","0.47972","0.47972","0.47972","0.48682","0.48682","0.48682","","","","0.44233","0.44233","0.44233","0.48924","0.48924","0.48924","0.49922","0.49922","0.49922","0.43172","0.43172","0.43172","","","","0.38939","0.38939","0.38939"
"274","0.45508","0.45508","0.45508","0.48529","0.48529","0.48529","0.49504","0.49504","0.49504","","","","0.44887","0.44887","0.44887","0.49251","0.49251","0.49251","0.51431","0.51431","0.51431","0.43236","0.43236","0.43236","","","","0.38153","0.38153","0.38153"
"275","0.47267","0.47267","0.47267","0.47847","0.47847","0.47847","0.49506","0.49506","0.49506","","","","0.45296","0.45296","0.45296","0.48887","0.48887","0.48887","0.51261","0.51261","0.51261","0.39013","0.39013","0.39013","","","","0.38787","0.38787","0.38787"
"276","0.46519","0.46519","0.46519","0.48327","0.48327","0.48327","0.48999","0.48999","0.48999","","","","0.46348","0.46348","0.46348","0.48964","0.48964","0.48964","0.48358","0.48358","0.48358","0.39761","0.39761","0.39761","","","","0.3909","0.3909","0.3909"
"277","0.48363","0.48363","0.48363","0.47652","0.47652","0.47652","0.48709","0.48709","0.48709","","","","0.47273","0.47273","0.47273","0.48335","0.48335","0.48335","0.47984","0.47984","0.47984","0.4343","0.4343","0.4343","","","","0.39075","0.39075","0.39075"
"278","0.46391","0.46391","0.46391","0.46794","0.46794","0.46794","0.49112","0.49112","0.49112","","","","0.47649","0.47649","0.47649","0.48989","0.48989","0.48989","0.48346","0.48346","0.48346","0.42312","0.42312","0.42312","","","","0.38266","0.38266","0.38266"
"279","0.47438","0.47438","0.47438","0.47757","0.47757","0.47757","0.4957","0.4957","0.4957","","","","0.47146","0.47146","0.47146","0.49029","0.49029","0.49029","0.48239","0.48239","0.48239","0.46046","0.46046","0.46046","","","","0.38448","0.38448","0.38448"
"280","0.46613","0.46613","0.46613","0.46335","0.46335","0.46335","0.49378","0.49378","0.49378","","","","0.44718","0.44718","0.44718","0.48479","0.48479","0.48479","0.48512","0.48512","0.48512","0.44333","0.44333","0.44333","","","","0.38838","0.38838","0.38838"
"281","0.47349","0.47349","0.47349","0.47285","0.47285","0.47285","0.49063","0.49063","0.49063","","","","0.4447","0.4447","0.4447","0.48828","0.48828","0.48828","0.51504","0.51504","0.51504","0.43081","0.43081","0.43081","","","","0.39096","0.39096","0.39096"
"282","0.4603","0.4603","0.4603","0.47142","0.47142","0.47142","0.4901","0.4901","0.4901","","","","0.44784","0.44784","0.44784","0.48693","0.48693","0.48693","0.48487","0.48487","0.48487","0.39728","0.39728","0.39728","","","","0.38852","0.38852","0.38852"
"283","0.46664","0.46664","0.46664","0.48424","0.48424","0.48424","0.48776","0.48776","0.48776","","","","0.45382","0.45382","0.45382","0.49095","0.49095","0.49095","0.49773","0.49773","0.49773","0.41532","0.41532","0.41532","","","","0.3853","0.3853","0.3853"
"284","0.46607","0.46607","0.46607","0.47217","0.47217","0.47217","0.48782","0.48782","0.48782","","","","0.44822","0.44822","0.44822","0.48841","0.48841","0.48841","0.51909","0.51909","0.51909","0.44505","0.44505","0.44505","","","","0.39431","0.39431","0.39431"
"285","0.46201","0.46201","0.46201","0.46675","0.46675","0.46675","0.49467","0.49467","0.49467","","","","0.45166","0.45166","0.45166","0.48588","0.48588","0.48588","0.5023","0.5023","0.5023","0.43946","0.43946","0.43946","","","","0.39291","0.39291","0.39291"
"286","0.46644","0.46644","0.46644","0.47026","0.47026","0.47026","0.49444","0.49444","0.49444","","","","0.44816","0.44816","0.44816","0.48986","0.48986","0.48986","0.48931","0.48931","0.48931","0.4225","0.4225","0.4225","","","","0.39513","0.39513","0.39513"
"287","0.46831","0.46831","0.46831","0.46934","0.46934","0.46934","0.49349","0.49349","0.49349","","","","0.44881","0.44881","0.44881","0.48651","0.48651","0.48651","0.4973","0.4973","0.4973","0.42921","0.42921","0.42921","","","","0.39176","0.39176","0.39176"
"288","0.46228","0.46228","0.46228","0.47687","0.47687","0.47687","0.49678","0.49678","0.49678","","","","0.45691","0.45691","0.45691","0.49182","0.49182","0.49182","0.48484","0.48484","0.48484","0.39624","0.39624","0.39624","","","","0.39044","0.39044","0.39044"
"289","0.46962","0.46962","0.46962","0.47663","0.47663","0.47663","0.48952","0.48952","0.48952","","","","0.451","0.451","0.451","0.49126","0.49126","0.49126","0.51381","0.51381","0.51381","0.39991","0.39991","0.39991","","","","0.38584","0.38584","0.38584"
"290","0.46347","0.46347","0.46347","0.4746","0.4746","0.4746","0.48814","0.48814","0.48814","","","","0.44978","0.44978","0.44978","0.49305","0.49305","0.49305","0.51681","0.51681","0.51681","0.43089","0.43089","0.43089","","","","0.42072","0.42072","0.42072"
"291","0.46329","0.46329","0.46329","0.47773","0.47773","0.47773","0.49586","0.49586","0.49586","","","","0.45402","0.45402","0.45402","0.49393","0.49393","0.49393","0.48225","0.48225","0.48225","0.43079","0.43079","0.43079","","","","0.39276","0.39276","0.39276"
"292","0.46654","0.46654","0.46654","0.47359","0.47359","0.47359","0.49605","0.49605","0.49605","","","","0.44945","0.44945","0.44945","0.49176","0.49176","0.49176","0.49378","0.49378","0.49378","0.42958","0.42958","0.42958","","","","0.41899","0.41899","0.41899"
"293","0.46075","0.46075","0.46075","0.47624","0.47624","0.47624","0.49194","0.49194","0.49194","","","","0.45267","0.45267","0.45267","0.49293","0.49293","0.49293","0.50107","0.50107","0.50107","0.44642","0.44642","0.44642","","","","0.38492","0.38492","0.38492"
"294","0.46576","0.46576","0.46576","0.47496","0.47496","0.47496","0.49314","0.49314","0.49314","","","","0.45205","0.45205","0.45205","0.4932","0.4932","0.4932","0.498","0.498","0.498","0.39899","0.39899","0.39899","","","","0.38133","0.38133","0.38133"
"295","0.46877","0.46877","0.46877","0.4702","0.4702","0.4702","0.49027","0.49027","0.49027","","","","0.45305","0.45305","0.45305","0.49222","0.49222","0.49222","0.51296","0.51296","0.51296","0.43255","0.43255","0.43255","","","","0.384","0.384","0.384"
"296","0.46266","0.46266","0.46266","0.47201","0.47201","0.47201","0.49444","0.49444","0.49444","","","","0.45169","0.45169","0.45169","0.49124","0.49124","0.49124","0.5139","0.5139","0.5139","0.4489","0.4489","0.4489","","","","0.38253","0.38253","0.38253"
"297","0.46067","0.46067","0.46067","0.47449","0.47449","0.47449","0.49231","0.49231","0.49231","","","","0.45292","0.45292","0.45292","0.49102","0.49102","0.49102","0.51381","0.51381","0.51381","0.44433","0.44433","0.44433","","","","0.38297","0.38297","0.38297"
"298","0.46067","0.46067","0.46067","0.47356","0.47356","0.47356","0.4914","0.4914","0.4914","","","","0.45499","0.45499","0.45499","0.48829","0.48829","0.48829","0.51782","0.51782","0.51782","0.42697","0.42697","0.42697","","","","0.39133","0.39133","0.39133"
"299","0.46357","0.46357","0.46357","0.47295","0.47295","0.47295","0.49445","0.49445","0.49445","","","","0.45254","0.45254","0.45254","0.48963","0.48963","0.48963","0.51866","0.51866","0.51866","0.43018","0.43018","0.43018","","","","0.39385","0.39385","0.39385"
"300","0.4798303022422173","0.4798303022422173","0.4798303022422173","0.48516891005316537","0.48516891005316537","0.48516891005316537","0.5032614659313975","0.5032614659313975","0.5032614659313975","","","","0.4714426919945749","0.4714426919945749","0.4714426919945749","0.5027963302573728","0.5027963302573728","0.5027963302573728","0.5168533100967971","0.5168533100967971","0.5168533100967971","0.43018","0.43018","0.43018","","","","0.39385","0.39385","0.39385"