"Step","MLConv[R=10]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MLConv[R=10]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MLConv[R=10]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MLConv[R=150]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MLConv[R=150]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MLConv[R=150]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MLConv[R=1]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MLConv[R=1]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MLConv[R=1]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MTL[T=30]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MTL[T=30]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MTL[T=30]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MTL[T=36]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MTL[T=36]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MTL[T=36]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MTL[T=16]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MTL[T=16]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MTL[T=16]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","YOLO11x-DOTAv1 - metrics/mAP50(B)","YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MTL[T=24]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MTL[T=24]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MTL[T=24]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MTL[T=23]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MTL[T=23]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MTL[T=23]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MTL[T=17]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MTL[T=17]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MTL[T=17]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX"
"145","0.42592","0.42592","0.42592","0.48011","0.48011","0.48011","0.0966","0.0966","0.0966","0.43572","0.43572","0.43572","0.38859","0.38859","0.38859","0.49237","0.49237","0.49237","0.4942","0.4942","0.4942","0.49757","0.49757","0.49757","0.49746","0.49746","0.49746","0.54637","0.54637","0.54637"
"146","0.43506","0.43506","0.43506","0.46903","0.46903","0.46903","0.06515","0.06515","0.06515","0.42943","0.42943","0.42943","0.38343","0.38343","0.38343","0.49826","0.49826","0.49826","0.50154","0.50154","0.50154","0.49022","0.49022","0.49022","0.51326","0.51326","0.51326","0.53056","0.53056","0.53056"
"147","0.34398","0.34398","0.34398","0.48853","0.48853","0.48853","0.06521","0.06521","0.06521","0.40057","0.40057","0.40057","0.38755","0.38755","0.38755","0.50153","0.50153","0.50153","0.50878","0.50878","0.50878","0.50339","0.50339","0.50339","0.50489","0.50489","0.50489","0.54812","0.54812","0.54812"
"148","0.39852","0.39852","0.39852","0.49949","0.49949","0.49949","0.08773","0.08773","0.08773","0.41447","0.41447","0.41447","0.3888","0.3888","0.3888","0.50186","0.50186","0.50186","0.50566","0.50566","0.50566","0.50875","0.50875","0.50875","0.51045","0.51045","0.51045","0.54527","0.54527","0.54527"
"149","0.4317","0.4317","0.4317","0.48389","0.48389","0.48389","0.09794","0.09794","0.09794","0.4229","0.4229","0.4229","0.39501","0.39501","0.39501","0.50833","0.50833","0.50833","0.51377","0.51377","0.51377","0.50024","0.50024","0.50024","0.50709","0.50709","0.50709","0.54438","0.54438","0.54438"
"150","0.44347","0.44347","0.44347","0.49585","0.49585","0.49585","0.07277","0.07277","0.07277","0.39462","0.39462","0.39462","0.40023","0.40023","0.40023","0.50199","0.50199","0.50199","0.50569","0.50569","0.50569","0.50573","0.50573","0.50573","0.51582","0.51582","0.51582","0.54056","0.54056","0.54056"
"151","0.44039","0.44039","0.44039","0.49382","0.49382","0.49382","0.0938","0.0938","0.0938","0.44026","0.44026","0.44026","0.39832","0.39832","0.39832","0.498","0.498","0.498","0.51735","0.51735","0.51735","0.502","0.502","0.502","0.50948","0.50948","0.50948","0.54068","0.54068","0.54068"
"152","0.41552","0.41552","0.41552","0.49447","0.49447","0.49447","0.07805","0.07805","0.07805","0.40198","0.40198","0.40198","0.39733","0.39733","0.39733","0.50649","0.50649","0.50649","0.50763","0.50763","0.50763","0.49796","0.49796","0.49796","0.50373","0.50373","0.50373","0.54583","0.54583","0.54583"
"153","0.42955","0.42955","0.42955","0.50709","0.50709","0.50709","0.08039","0.08039","0.08039","0.39364","0.39364","0.39364","0.39956","0.39956","0.39956","0.49059","0.49059","0.49059","0.51912","0.51912","0.51912","0.5101","0.5101","0.5101","0.49924","0.49924","0.49924","0.54629","0.54629","0.54629"
"154","0.40728","0.40728","0.40728","0.49571","0.49571","0.49571","0.09868","0.09868","0.09868","0.43308","0.43308","0.43308","0.39791","0.39791","0.39791","0.49119","0.49119","0.49119","0.50614","0.50614","0.50614","0.49269","0.49269","0.49269","0.48649","0.48649","0.48649","0.54126","0.54126","0.54126"
"155","0.43721","0.43721","0.43721","0.49853","0.49853","0.49853","0.11508","0.11508","0.11508","0.40488","0.40488","0.40488","0.39308","0.39308","0.39308","0.49767","0.49767","0.49767","0.50547","0.50547","0.50547","0.49609","0.49609","0.49609","0.49496","0.49496","0.49496","0.54396","0.54396","0.54396"
"156","0.41898","0.41898","0.41898","0.4871","0.4871","0.4871","0.0537","0.0537","0.0537","0.40075","0.40075","0.40075","0.40616","0.40616","0.40616","0.48706","0.48706","0.48706","0.50009","0.50009","0.50009","0.50179","0.50179","0.50179","0.51074","0.51074","0.51074","0.53354","0.53354","0.53354"
"157","0.42631","0.42631","0.42631","0.49668","0.49668","0.49668","0.09963","0.09963","0.09963","0.3957","0.3957","0.3957","0.38996","0.38996","0.38996","0.48185","0.48185","0.48185","0.49555","0.49555","0.49555","0.49937","0.49937","0.49937","0.51073","0.51073","0.51073","0.55467","0.55467","0.55467"
"158","0.43041","0.43041","0.43041","0.49774","0.49774","0.49774","0.09915","0.09915","0.09915","0.42837","0.42837","0.42837","0.39715","0.39715","0.39715","0.48818","0.48818","0.48818","0.49658","0.49658","0.49658","0.48689","0.48689","0.48689","0.52873","0.52873","0.52873","0.5413","0.5413","0.5413"
"159","0.42387","0.42387","0.42387","0.47015","0.47015","0.47015","0.09742","0.09742","0.09742","0.39622","0.39622","0.39622","0.38997","0.38997","0.38997","0.49737","0.49737","0.49737","0.50742","0.50742","0.50742","0.50116","0.50116","0.50116","0.51207","0.51207","0.51207","0.55357","0.55357","0.55357"
"160","0.41576","0.41576","0.41576","0.4841","0.4841","0.4841","0.11415","0.11415","0.11415","0.40174","0.40174","0.40174","0.38627","0.38627","0.38627","0.49002","0.49002","0.49002","0.50141","0.50141","0.50141","0.49837","0.49837","0.49837","0.52163","0.52163","0.52163","0.5489","0.5489","0.5489"
"161","0.38694","0.38694","0.38694","0.50906","0.50906","0.50906","0.10639","0.10639","0.10639","0.43478","0.43478","0.43478","0.39308","0.39308","0.39308","0.48445","0.48445","0.48445","0.51029","0.51029","0.51029","0.50029","0.50029","0.50029","0.51277","0.51277","0.51277","0.53921","0.53921","0.53921"
"162","0.43123","0.43123","0.43123","0.49072","0.49072","0.49072","0.11999","0.11999","0.11999","0.42578","0.42578","0.42578","0.43037","0.43037","0.43037","0.48556","0.48556","0.48556","0.49718","0.49718","0.49718","0.49703","0.49703","0.49703","0.51762","0.51762","0.51762","0.54698","0.54698","0.54698"
"163","0.42635","0.42635","0.42635","0.48612","0.48612","0.48612","0.13171","0.13171","0.13171","0.39666","0.39666","0.39666","0.38064","0.38064","0.38064","0.48467","0.48467","0.48467","0.49849","0.49849","0.49849","0.50697","0.50697","0.50697","0.50553","0.50553","0.50553","0.54446","0.54446","0.54446"
"164","0.42977","0.42977","0.42977","0.49181","0.49181","0.49181","0.06446","0.06446","0.06446","0.40239","0.40239","0.40239","0.39767","0.39767","0.39767","0.49292","0.49292","0.49292","0.50906","0.50906","0.50906","0.52481","0.52481","0.52481","0.50245","0.50245","0.50245","0.54968","0.54968","0.54968"
"165","0.42073","0.42073","0.42073","0.49159","0.49159","0.49159","0.08159","0.08159","0.08159","0.41833","0.41833","0.41833","0.39381","0.39381","0.39381","0.4925","0.4925","0.4925","0.51279","0.51279","0.51279","0.50952","0.50952","0.50952","0.51893","0.51893","0.51893","0.54759","0.54759","0.54759"
"166","0.44006","0.44006","0.44006","0.50327","0.50327","0.50327","0.07296","0.07296","0.07296","0.43293","0.43293","0.43293","0.39165","0.39165","0.39165","0.50536","0.50536","0.50536","0.51811","0.51811","0.51811","0.50705","0.50705","0.50705","0.52085","0.52085","0.52085","0.54425","0.54425","0.54425"
"167","0.42912","0.42912","0.42912","0.48509","0.48509","0.48509","0.07518","0.07518","0.07518","0.46013","0.46013","0.46013","0.39286","0.39286","0.39286","0.50458","0.50458","0.50458","0.50896","0.50896","0.50896","0.48886","0.48886","0.48886","0.51869","0.51869","0.51869","0.54579","0.54579","0.54579"
"168","0.43575","0.43575","0.43575","0.50523","0.50523","0.50523","0.0972","0.0972","0.0972","0.43238","0.43238","0.43238","0.39806","0.39806","0.39806","0.51144","0.51144","0.51144","0.50517","0.50517","0.50517","0.51146","0.51146","0.51146","0.52613","0.52613","0.52613","0.53958","0.53958","0.53958"
"169","0.42509","0.42509","0.42509","0.48894","0.48894","0.48894","0.09053","0.09053","0.09053","0.43056","0.43056","0.43056","0.40064","0.40064","0.40064","0.50177","0.50177","0.50177","0.51555","0.51555","0.51555","0.50193","0.50193","0.50193","0.52365","0.52365","0.52365","0.55334","0.55334","0.55334"
"170","0.4443","0.4443","0.4443","0.49881","0.49881","0.49881","0.08812","0.08812","0.08812","0.43153","0.43153","0.43153","0.39404","0.39404","0.39404","0.50366","0.50366","0.50366","0.50663","0.50663","0.50663","0.49774","0.49774","0.49774","0.51774","0.51774","0.51774","0.54204","0.54204","0.54204"
"171","0.43122","0.43122","0.43122","0.49342","0.49342","0.49342","0.10974","0.10974","0.10974","0.39895","0.39895","0.39895","0.43195","0.43195","0.43195","0.48119","0.48119","0.48119","0.51484","0.51484","0.51484","0.48909","0.48909","0.48909","0.5098","0.5098","0.5098","0.53673","0.53673","0.53673"
"172","0.44912","0.44912","0.44912","0.48872","0.48872","0.48872","0.09839","0.09839","0.09839","0.41256","0.41256","0.41256","0.41585","0.41585","0.41585","0.48956","0.48956","0.48956","0.504","0.504","0.504","0.48951","0.48951","0.48951","0.51379","0.51379","0.51379","0.54177","0.54177","0.54177"
"173","0.44665","0.44665","0.44665","0.49734","0.49734","0.49734","0.12491","0.12491","0.12491","0.39665","0.39665","0.39665","0.42857","0.42857","0.42857","0.48538","0.48538","0.48538","0.50529","0.50529","0.50529","0.50056","0.50056","0.50056","0.50615","0.50615","0.50615","0.54818","0.54818","0.54818"
"174","0.47523","0.47523","0.47523","0.50564","0.50564","0.50564","0.10135","0.10135","0.10135","0.44509","0.44509","0.44509","0.38388","0.38388","0.38388","0.49749","0.49749","0.49749","0.49432","0.49432","0.49432","0.5243532659141631","0.5243532659141631","0.5243532659141631","0.51112","0.51112","0.51112","0.54668","0.54668","0.54668"
"175","0.43708","0.43708","0.43708","0.49776","0.49776","0.49776","0.07297","0.07297","0.07297","0.44268","0.44268","0.44268","0.43871","0.43871","0.43871","0.49951","0.49951","0.49951","0.51018","0.51018","0.51018","","","","0.51766","0.51766","0.51766","0.54624","0.54624","0.54624"
"176","0.42578","0.42578","0.42578","0.49191","0.49191","0.49191","0.07536","0.07536","0.07536","0.42855","0.42855","0.42855","0.42544","0.42544","0.42544","0.49958","0.49958","0.49958","0.50242","0.50242","0.50242","","","","0.51569","0.51569","0.51569","0.54951","0.54951","0.54951"
"177","0.46926","0.46926","0.46926","0.49167","0.49167","0.49167","0.08897","0.08897","0.08897","0.41057","0.41057","0.41057","0.42828","0.42828","0.42828","0.49911","0.49911","0.49911","0.50417","0.50417","0.50417","","","","0.51821","0.51821","0.51821","0.55273","0.55273","0.55273"
"178","0.42474","0.42474","0.42474","0.49441","0.49441","0.49441","0.13293","0.13293","0.13293","0.44562","0.44562","0.44562","0.3972","0.3972","0.3972","0.50997","0.50997","0.50997","0.51517","0.51517","0.51517","","","","0.53474","0.53474","0.53474","0.54904","0.54904","0.54904"
"179","0.46856","0.46856","0.46856","0.50105","0.50105","0.50105","0.12227","0.12227","0.12227","0.43062","0.43062","0.43062","0.43255","0.43255","0.43255","0.50282","0.50282","0.50282","0.51468","0.51468","0.51468","","","","0.50912","0.50912","0.50912","0.54336","0.54336","0.54336"
"180","0.43247","0.43247","0.43247","0.50573","0.50573","0.50573","0.12496","0.12496","0.12496","0.42303","0.42303","0.42303","0.41881","0.41881","0.41881","0.50967","0.50967","0.50967","0.50442","0.50442","0.50442","","","","0.51451","0.51451","0.51451","0.54458","0.54458","0.54458"
"181","0.43772","0.43772","0.43772","0.50005","0.50005","0.50005","0.06614","0.06614","0.06614","0.42","0.42","0.42","0.41374","0.41374","0.41374","0.51348","0.51348","0.51348","0.50756","0.50756","0.50756","","","","0.51841","0.51841","0.51841","0.55223","0.55223","0.55223"
"182","0.44448","0.44448","0.44448","0.49725","0.49725","0.49725","0.11642","0.11642","0.11642","0.41172","0.41172","0.41172","0.39914","0.39914","0.39914","0.49528","0.49528","0.49528","0.52182","0.52182","0.52182","","","","0.50858","0.50858","0.50858","0.55136","0.55136","0.55136"
"183","0.44121","0.44121","0.44121","0.50959","0.50959","0.50959","0.07872","0.07872","0.07872","0.42842","0.42842","0.42842","0.41149","0.41149","0.41149","0.49782","0.49782","0.49782","0.5205","0.5205","0.5205","","","","0.50358","0.50358","0.50358","0.54861","0.54861","0.54861"
"184","0.45117","0.45117","0.45117","0.49642","0.49642","0.49642","0.07855","0.07855","0.07855","0.418","0.418","0.418","0.42997","0.42997","0.42997","0.50278","0.50278","0.50278","0.50445","0.50445","0.50445","","","","0.51716","0.51716","0.51716","0.54534","0.54534","0.54534"
"185","0.44094","0.44094","0.44094","0.49139","0.49139","0.49139","0.10414","0.10414","0.10414","0.45791","0.45791","0.45791","0.43075","0.43075","0.43075","0.50483","0.50483","0.50483","0.52653","0.52653","0.52653","","","","0.52191","0.52191","0.52191","0.55378","0.55378","0.55378"
"186","0.42584","0.42584","0.42584","0.4974","0.4974","0.4974","0.11609","0.11609","0.11609","0.44276","0.44276","0.44276","0.39942","0.39942","0.39942","0.51593","0.51593","0.51593","0.51864","0.51864","0.51864","","","","0.51955","0.51955","0.51955","0.54454","0.54454","0.54454"
"187","0.42968","0.42968","0.42968","0.49005","0.49005","0.49005","0.08268","0.08268","0.08268","0.43134","0.43134","0.43134","0.39914","0.39914","0.39914","0.5044","0.5044","0.5044","0.51526","0.51526","0.51526","","","","0.51037","0.51037","0.51037","0.54797","0.54797","0.54797"
"188","0.43426","0.43426","0.43426","0.50055","0.50055","0.50055","0.0523","0.0523","0.0523","0.47233","0.47233","0.47233","0.46574","0.46574","0.46574","0.49528","0.49528","0.49528","0.50463","0.50463","0.50463","","","","0.52242","0.52242","0.52242","0.55056","0.55056","0.55056"
"189","0.4501","0.4501","0.4501","0.50399","0.50399","0.50399","0.06581","0.06581","0.06581","0.44393","0.44393","0.44393","0.40832","0.40832","0.40832","0.50516","0.50516","0.50516","0.51696","0.51696","0.51696","","","","0.50947","0.50947","0.50947","0.54453","0.54453","0.54453"
"190","0.47314","0.47314","0.47314","0.4963","0.4963","0.4963","0.08801","0.08801","0.08801","0.4341","0.4341","0.4341","0.43879","0.43879","0.43879","0.5057","0.5057","0.5057","0.51995","0.51995","0.51995","","","","0.51811","0.51811","0.51811","0.55406","0.55406","0.55406"
"191","0.43136","0.43136","0.43136","0.5015","0.5015","0.5015","0.13189","0.13189","0.13189","0.43724","0.43724","0.43724","0.40361","0.40361","0.40361","0.50585","0.50585","0.50585","0.51623","0.51623","0.51623","","","","0.52244","0.52244","0.52244","0.54526","0.54526","0.54526"
"192","0.42819","0.42819","0.42819","0.50688","0.50688","0.50688","0.10439","0.10439","0.10439","0.42589","0.42589","0.42589","0.42638","0.42638","0.42638","0.50046","0.50046","0.50046","0.51548","0.51548","0.51548","","","","0.51552","0.51552","0.51552","0.54163","0.54163","0.54163"
"193","0.40897","0.40897","0.40897","0.51607","0.51607","0.51607","0.07658","0.07658","0.07658","0.42808","0.42808","0.42808","0.43427","0.43427","0.43427","0.49389","0.49389","0.49389","0.51057","0.51057","0.51057","","","","0.5221","0.5221","0.5221","0.53459","0.53459","0.53459"
"194","0.42478","0.42478","0.42478","0.51476","0.51476","0.51476","0.11448","0.11448","0.11448","0.42941","0.42941","0.42941","0.49562","0.49562","0.49562","0.51647","0.51647","0.51647","0.52034","0.52034","0.52034","","","","0.51491","0.51491","0.51491","0.54387","0.54387","0.54387"
"195","0.43858","0.43858","0.43858","0.50334","0.50334","0.50334","0.06624","0.06624","0.06624","0.42288","0.42288","0.42288","0.48143","0.48143","0.48143","0.5125","0.5125","0.5125","0.52023","0.52023","0.52023","","","","0.51353","0.51353","0.51353","0.54777","0.54777","0.54777"
"196","0.43295","0.43295","0.43295","0.50844","0.50844","0.50844","0.11532","0.11532","0.11532","0.44664","0.44664","0.44664","0.48807","0.48807","0.48807","0.50896","0.50896","0.50896","0.51316","0.51316","0.51316","","","","0.51767","0.51767","0.51767","0.5509","0.5509","0.5509"
"197","0.43601","0.43601","0.43601","0.49306","0.49306","0.49306","0.04798","0.04798","0.04798","0.46861","0.46861","0.46861","0.49955","0.49955","0.49955","0.50648","0.50648","0.50648","0.51506","0.51506","0.51506","","","","0.50957","0.50957","0.50957","0.54325","0.54325","0.54325"
"198","0.43233","0.43233","0.43233","0.49968","0.49968","0.49968","0.12072","0.12072","0.12072","0.41212","0.41212","0.41212","0.47276","0.47276","0.47276","0.51759","0.51759","0.51759","0.51787","0.51787","0.51787","","","","0.51979","0.51979","0.51979","0.54355","0.54355","0.54355"
"199","0.47672","0.47672","0.47672","0.50839","0.50839","0.50839","0.09923","0.09923","0.09923","0.43222","0.43222","0.43222","0.45517","0.45517","0.45517","0.50903","0.50903","0.50903","0.52504","0.52504","0.52504","","","","0.51279","0.51279","0.51279","0.54479","0.54479","0.54479"
"200","0.4349","0.4349","0.4349","0.5074","0.5074","0.5074","0.09427","0.09427","0.09427","0.46469","0.46469","0.46469","0.44254","0.44254","0.44254","0.50374","0.50374","0.50374","0.52519","0.52519","0.52519","","","","0.51829","0.51829","0.51829","0.55025","0.55025","0.55025"
"201","0.47292","0.47292","0.47292","0.50986","0.50986","0.50986","0.09074","0.09074","0.09074","0.42792","0.42792","0.42792","0.47941","0.47941","0.47941","0.50643","0.50643","0.50643","0.51166","0.51166","0.51166","","","","0.52006","0.52006","0.52006","0.54903","0.54903","0.54903"
"202","0.43337","0.43337","0.43337","0.51115","0.51115","0.51115","0.0997","0.0997","0.0997","0.41203","0.41203","0.41203","0.44428","0.44428","0.44428","0.50273","0.50273","0.50273","0.51578","0.51578","0.51578","","","","0.52725","0.52725","0.52725","0.54307","0.54307","0.54307"
"203","0.43389","0.43389","0.43389","0.51292","0.51292","0.51292","0.12182","0.12182","0.12182","0.43181","0.43181","0.43181","0.44665","0.44665","0.44665","0.50861","0.50861","0.50861","0.51513","0.51513","0.51513","","","","0.51612","0.51612","0.51612","0.53547","0.53547","0.53547"
"204","0.4349","0.4349","0.4349","0.50458","0.50458","0.50458","0.11511","0.11511","0.11511","0.4289","0.4289","0.4289","0.44931","0.44931","0.44931","0.50836","0.50836","0.50836","0.51748","0.51748","0.51748","","","","0.52743","0.52743","0.52743","0.54566","0.54566","0.54566"
"205","0.44018","0.44018","0.44018","0.49247","0.49247","0.49247","0.12591","0.12591","0.12591","0.43971","0.43971","0.43971","0.48259","0.48259","0.48259","0.5009","0.5009","0.5009","0.52244","0.52244","0.52244","","","","0.5281","0.5281","0.5281","0.54513","0.54513","0.54513"
"206","0.44019","0.44019","0.44019","0.50824","0.50824","0.50824","0.10748","0.10748","0.10748","0.43295","0.43295","0.43295","0.48084","0.48084","0.48084","0.49642","0.49642","0.49642","0.50714","0.50714","0.50714","","","","0.52923","0.52923","0.52923","0.5508","0.5508","0.5508"
"207","0.44028","0.44028","0.44028","0.50899","0.50899","0.50899","0.11826","0.11826","0.11826","0.43204","0.43204","0.43204","0.50161","0.50161","0.50161","0.50695","0.50695","0.50695","0.51535","0.51535","0.51535","","","","0.5269","0.5269","0.5269","0.53767","0.53767","0.53767"
"208","0.44207","0.44207","0.44207","0.50149","0.50149","0.50149","0.09554","0.09554","0.09554","0.4383","0.4383","0.4383","0.47622","0.47622","0.47622","0.50649","0.50649","0.50649","0.51131","0.51131","0.51131","","","","0.52066","0.52066","0.52066","0.54442","0.54442","0.54442"
"209","0.43634","0.43634","0.43634","0.50545","0.50545","0.50545","0.10005","0.10005","0.10005","0.44524","0.44524","0.44524","0.49005","0.49005","0.49005","0.50856","0.50856","0.50856","0.52087","0.52087","0.52087","","","","0.52029","0.52029","0.52029","0.55057","0.55057","0.55057"
"210","0.43096","0.43096","0.43096","0.50825","0.50825","0.50825","0.1226","0.1226","0.1226","0.43471","0.43471","0.43471","0.4044","0.4044","0.4044","0.51325","0.51325","0.51325","0.51921","0.51921","0.51921","","","","0.52242","0.52242","0.52242","0.5391","0.5391","0.5391"
"211","0.44591","0.44591","0.44591","0.49629","0.49629","0.49629","0.08303","0.08303","0.08303","0.43803","0.43803","0.43803","0.48263","0.48263","0.48263","0.50287","0.50287","0.50287","0.51611","0.51611","0.51611","","","","0.5264","0.5264","0.5264","0.54373","0.54373","0.54373"
"212","0.44451","0.44451","0.44451","0.49884","0.49884","0.49884","0.11065","0.11065","0.11065","0.44347","0.44347","0.44347","0.47051","0.47051","0.47051","0.51654","0.51654","0.51654","0.52788","0.52788","0.52788","","","","0.52326","0.52326","0.52326","0.54411","0.54411","0.54411"
"213","0.43472","0.43472","0.43472","0.50113","0.50113","0.50113","0.07951","0.07951","0.07951","0.45415","0.45415","0.45415","0.44613","0.44613","0.44613","0.50689","0.50689","0.50689","0.52404","0.52404","0.52404","","","","0.53021","0.53021","0.53021","0.54455","0.54455","0.54455"
"214","0.44871","0.44871","0.44871","0.49069","0.49069","0.49069","0.10153","0.10153","0.10153","0.45096","0.45096","0.45096","0.44504","0.44504","0.44504","0.50561","0.50561","0.50561","0.51651","0.51651","0.51651","","","","0.51588","0.51588","0.51588","0.54256","0.54256","0.54256"
"215","0.4453","0.4453","0.4453","0.49452","0.49452","0.49452","0.09168","0.09168","0.09168","0.47905","0.47905","0.47905","0.48998","0.48998","0.48998","0.51063","0.51063","0.51063","0.519","0.519","0.519","","","","0.52207","0.52207","0.52207","0.53819","0.53819","0.53819"
"216","0.44595","0.44595","0.44595","0.5111","0.5111","0.5111","0.08448","0.08448","0.08448","0.4692","0.4692","0.4692","0.49277","0.49277","0.49277","0.51338","0.51338","0.51338","0.5186","0.5186","0.5186","","","","0.51976","0.51976","0.51976","0.54848","0.54848","0.54848"
"217","0.4419","0.4419","0.4419","0.50961","0.50961","0.50961","0.07362","0.07362","0.07362","0.4816","0.4816","0.4816","0.5149","0.5149","0.5149","0.50709","0.50709","0.50709","0.52591","0.52591","0.52591","","","","0.51617","0.51617","0.51617","0.53617","0.53617","0.53617"
"218","0.44074","0.44074","0.44074","0.51682","0.51682","0.51682","0.09927","0.09927","0.09927","0.48091","0.48091","0.48091","0.47672","0.47672","0.47672","0.50489","0.50489","0.50489","0.51962","0.51962","0.51962","","","","0.52181","0.52181","0.52181","0.53972","0.53972","0.53972"
